Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Stop Me (If You've Heard It All Before)	Billy Ocean	Benjamin Findon	Billy Ocean	Searched\Found\Attached\Small\Searched\	PMEDIA				Pop\Soul\	9488594	236	1		92		1995	17/Sep/2023 4:24 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file								D:\MP3\B\Billy Ocean - Stop Me (If You've Heard It All Before).mp3
Loverboy (Extended Club Mix)	Billy Ocean		Billy Ocean						Disco\	14850497	368			3		2008	07/Jun/2023 7:42 PM	04/Nov/2017 12:49 AM	320	44100		MPEG audio file			1	07/Nov/2017 10:03 AM				D:\MP3\B\Billy Ocean - Loverboy (Extended Club Mix).mp3
Love Really Hurts Without You	Billy Ocean		Billy Ocean		PMEDIA				Easy\Pop\R&B\	7284613	179			8		1988	17/Sep/2023 5:51 PM	23/Apr/2023 1:45 AM	320	44100		MPEG audio file								D:\MP3\B\Billy Ocean - Love Really Hurts Without You (1).mp3
Love Really Hurts Without You	Billy Ocean		Billy Ocean						Easy\R&B\	7693700	189	1	3	15	16	1988	21/Sep/2023 10:30 PM	23/Jul/2016 3:50 AM	320	44100		MPEG audio file								D:\MP3\B\Billy Ocean - Love Really Hurts Without You.mp3
Eu Não Matei Joana D'Arc	Camisa De Vênus		Batalhões De Estranhos	Searched\Found\					Brasil\Favorite\Rock\Pop Rock\	3654287	220	1	1	1	11	1984	07/Jun/2023 8:38 PM	06/Jun/2015 2:34 PM	128	44100		MPEG audio file			1	18/Apr/2023 11:50 AM				D:\MP3\Favorites_Brasil\Camisa De Vênus - Eu Não Matei Joana D'arc.mp3
Gotham City	Camisa De Vênus		Batalhões De Estranhos	Searched\Found\					Brasil\Punk\	3466980	212	1	1	5	11	1984	07/Jun/2023 7:05 PM	06/Jun/2015 2:34 PM	128	44100		MPEG audio file								D:\MP3\Brasil\C\Camisa De Vênus - Gotham City.mp3
Só O Fim	Camisa De Vênus		Batalhões De Estranhos						Brasil\Rock\	10885409	270	1	1	6	9	1986	07/Jun/2023 7:05 PM	06/Jun/2015 2:34 PM	320	44100		MPEG audio file					1	04/Jul/2015 3:35 PM		D:\MP3\Brasil\C\Camisa De Vênus - Só O Fim.mp3
Hoje	Camisa De Vênus		Batalhões De Estranhos	Searched\Found\					Brasil\Punk\	8996348	222	1	1	15		1984	07/Jun/2023 7:05 PM	06/Jun/2015 2:34 PM	320	44100		MPEG audio file								D:\MP3\Brasil\C\Camisa De Vênus - Hoje.mp3
Finally	Cece Peniston		Finally		PMEDIA				Favorite\House\Soul\R&B\	9922345	246	1		30		1991	21/Sep/2023 1:18 AM	20/Sep/2023 10:51 PM	320	44100		MPEG audio file		PMEDIA	1		3			D:\MP3\Favorites\Cece Peniston - Finally (1).mp3
Finally (Remix)	CeCe Peniston		Finally						Dance\Pop\	6868992	425			1		1992	07/Jun/2023 7:57 PM	09/Apr/2021 11:46 PM	128	44100		MPEG audio file								D:\MP3\C\CeCe Peniston - Finally (Remix).mp3
We Got A Love Thang	Cece Peniston	Chantay Savage / Eric Miller / Jeremiah McAllister	Finally						R&B\Soul\	13199601	328	1		98		1992	07/Jun/2023 7:57 PM	09/Dec/2021 12:05 PM	320	44100		MPEG audio file			1					D:\MP3\C\Cece Peniston - We Got A Love Thang (1).mp3
We Got A Love Thang	CeCe Peniston		Finally						Pop\Soul\R&B\	8890989	220	2	2	12		1992	07/Jun/2023 7:57 PM	24/Jul/2016 1:55 AM	320	44100		MPEG audio file			1	10/Sep/2016 1:00 PM				D:\MP3\C\CeCe Peniston - We Got A Love Thang.mp3
Do You Know Where You're Going To	Diana Ross		The Ultimate Collection	Searched\Found\Small\Searched\GreatestHits					Favorite\Easy\Soul\Funk\	8149163	203			55		1976	20/Sep/2023 10:22 PM	01/May/2022 9:13 AM	320	44100		MPEG audio file			1					D:\MP3\Favorites\Diana Ross - Do You Know Where You're Going To.mp3
Chain Reaction	Diana Ross		The Ultimate Collection	GreatestHits					Pop\Dance\Club\	9260766	229	1	1	2	110	1990	20/Sep/2023 10:22 PM	14/Dec/2019 12:12 AM	320	44100		MPEG audio file			1					D:\MP3\D\Diana Ross - Chain Reaction.mp3
One Shining Moment	Diana Ross		The Ultimate Collection	GreatestHits					Pop\	11499607	285			11	19	1991	20/Sep/2023 10:22 PM	14/Dec/2019 12:12 AM	320	44100		MPEG audio file			1		1	24/Sep/2023 5:08 PM		D:\MP3\D\Diana Ross - One Shining Moment.mp3
When You Tell Me That You Love Me	Diana Ross		The Ultimate Collection	GreatestHits					Pop\	10102087	250	2	2	17	19	1991	20/Sep/2023 10:22 PM	23/Jul/2016 1:52 PM	320	44100		MPEG audio file					1	01/Aug/2016 9:49 AM		D:\MP3\D\Diana Ross - When You Tell Me That You Love Me.mp3
Vapor Barato	Gal Costa		Gal						Brasil\Novela\MPB\	6073311	369					1971	07/Jun/2023 7:50 PM	10/May/2020 6:45 PM	128	44100		MPEG audio file					1			D:\MP3\Brasil\G\Gal Costa - Vapor Barato (1).mp3
Com Médo, Com Pedro	Gal Costa	Gilberto Gil	Gal	Searched\Found\Upgraded\					Brasil\Psychedelic Rock\	7642175	186	1	1	6	9	1969	10/Jun/2023 11:53 PM	02/Oct/2016 10:57 PM	320	44100		MPEG audio file					1	11/Jun/2023 12:58 AM		D:\MP3\Brasil\G\Gal Costa - Com Médo, Com Pedro.mp3
The Empty Boat	Gal Costa	Caetano Veloso	Gal	Searched\Found\Upgraded\					Brasil\Psychedelic Rock\	10075732	247	1	1	7	9	1969	10/Jun/2023 11:52 PM	02/Oct/2016 10:57 PM	320	44100		MPEG audio file								D:\MP3\Brasil\G\Gal Costa - The Empty Boat.mp3
Pais Tropical	Gal Costa & Gilberto Gil	Jorge Ben	Gal	Searched\Upgraded\					Brasil\	9339067	228	1	1	4	9	1969	10/Jun/2023 11:51 PM	02/Oct/2016 10:57 PM	320	44100		MPEG audio file								D:\MP3\Brasil\G\Gal Costa & Gilberto Gil - Pais Tropical.mp3
Êxtase	Guilherme Arantes		Amanhã	Searched\Found\Dupe					Brasil\Favorite\Easy\MPB\Pop Rock\	7448067	309			33		1979	26/Aug/2023 3:01 PM	06/Oct/2022 1:21 PM	187	44100		MPEG audio file			3	01/Nov/2022 9:17 PM	1			D:\MP3\Favorites_Brasil\Guilherme Arantes - Êxtase.mp3
Amanhã	Guilherme Arantes		Amanhã						Brasil\Novela\MPB\	10850632	448			7		1978	07/Jun/2023 7:50 PM	18/Oct/2014 5:49 PM	192	44100		MPEG audio file					2	11/Nov/2021 4:26 PM		D:\MP3\Brasil\G\Guilherme Arantes - Amanhã.mp3
Amanhã	Guilherme Arantes		Amanhã						Brasil\Novela\MPB\	8488832	210			18		1978	07/Jun/2023 7:50 PM	18/Apr/2021 9:56 PM	320	44100		MPEG audio file					2			D:\MP3\Brasil\G\Guilherme Arantes - Amanhã (2).mp3
Amanhã	Guilherme Arantes		Amanhã						Brasil\Novela\MPB\	9524875	236			52		1978	07/Jun/2023 7:50 PM	18/Apr/2021 9:56 PM	320	44100		MPEG audio file					2	11/Nov/2021 4:26 PM		D:\MP3\Brasil\G\Guilherme Arantes - Amanhã (1).mp3
Pour Toi Ce N'était Rien	Hervé Vilard	Herve Villard	Hervé Villard						French Pop\	4624539	190	1	1	18	20	1992	07/Jun/2023 7:19 PM	20/Apr/2014 3:55 AM	192	44100		MPEG audio file			1	14/May/2014 4:08 PM				D:\MP3\H\Hervé Vilard - Pour Toi Ce N'était Rien.mp3
Abrazame Fuerte	Hervé Vilard		Herve Villard						Ballad\French Pop\	2204714	134					2004	07/Jun/2023 7:11 PM	01/Jul/2012 6:03 AM	128	44100		MPEG audio file			2	24/Sep/2023 4:44 PM				D:\MP3\H\Hervé Vilard - Abrazame Fuerte.mp3
Ensename A Olvidarte	Hervé Vilard		Herve Villard						Ballad\French Pop\	2930432	179					2004	07/Jun/2023 7:11 PM	01/Jul/2012 6:03 AM	128	44100		MPEG audio file					1	10/Sep/2017 8:17 PM		D:\MP3\H\Hervé Vilard - Ensename A Olvidarte.mp3
Por Ti	Hervé Vilard		Herve Villard						Ballad\French Pop\	1980160	120					2004	07/Jun/2023 7:11 PM	01/Jul/2012 6:03 AM	128	44100		MPEG audio file					1	06/May/2014 1:19 PM		D:\MP3\H\Hervé Vilard - Por Ti.mp3
It's My Life	Intermission Feat. Lori Glori		Piece Of My Heart	Searched\					Eurodance\	5819029	355					1994	17/Sep/2023 4:24 PM	14/Dec/2019 12:12 AM	128	44100		MPEG audio file								D:\MP3\I\Intermission Feat. Lori Glori - It's My Life.mp3
Love Sensation	Intermission		Piece Of My Heart						Dance\	7949226	329	1	1	5	12	1994	07/Jun/2023 7:11 PM	20/Apr/2014 3:55 AM	192	44100		MPEG audio file								D:\MP3\I\Intermission - Love Sensation.mp3
Give Peace A Chance	Intermission		Piece Of My Heart						Dance\	3835369	236			12		1994	07/Jun/2023 7:11 PM	09/Sep/2013 5:05 AM	128	44100		MPEG audio file					1	20/Jun/2015 1:55 AM		D:\MP3\I\Intermission - Give Peace A Chance.mp3
Piece Of My Heart	Intermission		Piece Of My Heart	Searched\					Favorite\Eurodance\	9817222	243	1	1	63		1993	07/Jun/2023 7:09 PM	14/Dec/2019 12:12 AM	320	44100		MPEG audio file			4		1	06/Apr/2021 11:52 PM		D:\MP3\Favorites\Intermission - Piece Of My Heart.mp3
Porto Solidão	Jessé		Jessé	Searched\Found\					Brasil\Favorite\MPB\	4784824	231			1		1980	14/Jun/2023 10:55 PM	18/Apr/2021 9:56 PM	160	44100		MPEG audio file			1					D:\MP3\Favorites_Brasil\Jessé - Porto Solidão.mp3
Campo Minado	Jessé		Jessé						Brasil\MPB\	3928512	187			1		1980	14/Jun/2023 10:55 PM	18/Apr/2021 9:56 PM	160	44100		MPEG audio file								D:\MP3\Brasil\J\Jessé - Campo Minado.mp3
Voa Liberdade	Jessé		Jessé						Brasil\MPB\	4640090	223			1		1980	14/Jun/2023 10:55 PM	18/Apr/2021 9:56 PM	160	44100		MPEG audio file					1			D:\MP3\Brasil\J\Jessé - Voa Liberdade (1).mp3
Voa Liberdade	Jessé		Jessé						Brasil\MPB\Live\	9414643	230			38		1980	07/Jun/2023 7:50 PM	18/Apr/2021 9:56 PM	320	44100		MPEG audio file					1	11/Nov/2021 2:18 PM		D:\MP3\Brasil\J\Jessé - Voa Liberdade.mp3
